Date,Open,High,Low,Close,Adj Close,Volume
2017-01-01,963.658020,1003.080017,958.698975,998.325012,998.325012,147775008
2017-01-02,998.617004,1031.390015,996.702026,1021.750000,1021.750000,222184992
2017-01-03,1021.599976,1044.079956,1021.599976,1043.839966,1043.839966,185168000
2017-01-04,1044.400024,1159.420044,1044.400024,1154.729980,1154.729980,344945984
2017-01-05,1156.729980,1191.099976,910.416992,1013.380005,1013.380005,510199008
2017-01-06,1014.239990,1046.810059,883.943970,902.200989,902.200989,351876000
2017-01-07,903.487000,908.585022,823.556030,908.585022,908.585022,279550016
2017-01-08,908.174988,942.723999,887.249023,911.198975,911.198975,158715008
2017-01-09,913.244019,913.685974,879.807007,902.828003,902.828003,141876992
2017-01-10,902.440002,914.872986,901.059998,907.679016,907.679016,115808000
2017-01-11,908.114990,919.447998,762.765015,777.757019,777.757019,310928992
2017-01-12,775.177979,826.245972,755.755981,804.833984,804.833984,222326000
2017-01-13,803.737000,829.000977,780.002991,823.984009,823.984009,168968000
2017-01-14,825.142029,835.085022,812.455994,818.411987,818.411987,93063296
2017-01-15,818.142029,823.307007,812.870972,821.797974,821.797974,71013600
2017-01-16,821.783020,834.530029,820.270996,831.533997,831.533997,82755200
2017-01-17,830.945984,910.560974,830.796021,907.937988,907.937988,155095008
2017-01-18,909.372986,917.499023,858.304016,886.617981,886.617981,225676992
2017-01-19,888.335022,904.614014,884.338013,899.072998,899.072998,105625000
2017-01-20,898.171997,899.398010,887.007996,895.026001,895.026001,86728400
2017-01-21,895.549011,927.367004,895.534973,921.789001,921.789001,111158000
2017-01-22,922.205017,937.525024,897.564026,924.672974,924.672974,116573000
2017-01-23,925.499023,928.265991,916.737976,921.012024,921.012024,73588600
2017-01-24,910.677002,924.145020,892.286011,892.687012,892.687012,111349000
2017-01-25,891.924011,903.252014,891.687012,901.541992,901.541992,120831000
2017-01-26,902.395020,919.325989,902.223999,917.585999,917.585999,131958000
2017-01-27,918.359009,923.223022,915.846008,919.750000,919.750000,125594000
2017-01-28,919.810974,923.911011,919.810974,921.590027,921.590027,68979600
2017-01-29,922.067017,923.418030,919.148010,919.495972,919.495972,60851700
2017-01-30,920.151001,923.047974,919.473999,920.382019,920.382019,78227296
2017-01-31,920.958984,972.018982,920.958984,970.403015,970.403015,164582000
2017-02-01,970.940979,989.114014,970.742004,989.023010,989.023010,150110000
2017-02-02,990.000977,1013.520020,983.221008,1011.799988,1011.799988,145820992
2017-02-03,1011.460022,1033.869995,1008.789978,1029.910034,1029.910034,201278000
2017-02-04,1031.329956,1045.900024,1015.159973,1042.900024,1042.900024,155064000
2017-02-05,1043.520020,1043.630005,1022.369995,1027.339966,1027.339966,114208000
